"","ColoRect-AdenoCA_cluster_1","ColoRect-AdenoCA_cluster_2","ColoRect-AdenoCA_cluster_3","ColoRect-AdenoCA_cluster_4","ColoRect-AdenoCA_cluster_5","ColoRect-AdenoCA_cluster_6","ColoRect-AdenoCA_cluster_7","ColoRect-AdenoCA_cluster_8","ColoRect-AdenoCA_cluster_9","ColoRect-AdenoCA_clusters_6_8_9","Panc-AdenoCA_cluster_1","Panc-AdenoCA_cluster_2","Panc-AdenoCA_cluster_3","Panc-AdenoCA_cluster_4","Panc-AdenoCA_cluster_5","Panc-AdenoCA_cluster_6","Panc-AdenoCA_cluster_7","Panc-AdenoCA_cluster_8","Panc-AdenoCA_cluster_9"
"chr4.152",459,2900,31,50,40,2,10,6,6,14,120,131,70,93,22,2,87,33,0
"chr4.153",501,3389,37,60,87,0,12,10,13,23,145,129,89,72,25,4,93,31,0
"chr4.154",553,3386,44,75,65,1,9,13,14,28,184,138,91,100,34,6,107,20,0
"chr4.155",457,3495,39,58,60,2,14,10,11,23,122,108,65,53,25,10,93,35,0
"chr4.156",365,2485,20,48,40,0,8,3,9,12,76,94,84,49,14,4,66,33,0
"chr4.157",312,2114,19,31,26,4,7,4,6,14,85,86,58,52,19,2,71,21,0
"chr4.158",455,3206,33,78,69,1,8,16,7,24,224,209,176,135,47,19,121,44,0
"chr4.159",587,4412,59,94,86,3,10,17,12,32,251,206,195,114,40,10,139,36,0
"chr4.160",468,3530,39,75,63,0,13,11,9,20,151,157,106,85,27,5,108,35,0
"chr4.161",390,2982,26,51,44,2,4,6,12,20,150,139,118,91,28,6,91,23,0
"chr4.162",546,3664,46,86,84,1,9,6,8,15,259,226,167,167,43,19,140,38,0
"chr4.163",411,2574,24,60,42,0,8,9,8,17,130,118,103,78,19,11,91,27,0
"chr4.164",520,3761,43,62,82,0,3,7,10,17,213,176,132,95,33,5,115,32,0
"chr4.165",591,4090,58,68,63,1,8,13,7,21,194,127,85,84,22,6,100,25,0
"chr4.166",364,2501,19,47,31,2,6,5,8,15,67,98,49,40,16,4,67,23,0
"chr4.167",279,1624,13,21,17,1,5,4,5,10,40,64,48,33,12,2,56,16,0
"chr4.168",358,2493,18,44,41,1,11,6,4,11,106,123,83,93,32,6,98,36,0
"chr4.169",608,4463,47,114,82,3,8,10,9,22,256,179,178,151,52,13,124,49,0
"chr4.170",449,3330,38,73,68,0,13,10,14,24,149,144,118,116,33,10,114,28,0
"chr4.171",306,2269,15,23,31,0,9,8,3,11,56,80,50,49,15,0,63,24,0
"chr4.172",444,2877,20,50,49,0,3,14,4,18,75,107,60,55,18,4,70,23,0
"chr4.173",693,4130,57,95,92,8,11,17,12,37,171,144,142,93,40,6,103,38,0
"chr4.174",672,4043,45,86,97,1,7,12,11,24,167,140,120,83,25,10,100,29,0
"chr4.175",548,3462,41,83,79,0,16,17,3,20,128,124,120,76,24,5,121,18,0
"chr4.176",546,4370,43,108,57,5,9,7,9,21,202,131,128,102,25,9,104,27,0
"chr4.177",783,5041,73,155,114,4,19,18,14,36,356,277,197,207,61,22,195,50,0
"chr4.178",752,4488,47,145,92,6,17,12,17,35,369,307,223,231,53,16,134,34,0
"chr4.179",633,3647,67,101,76,3,15,8,14,25,285,249,211,179,28,15,161,41,0
"chr4.180",622,3320,52,95,49,3,16,13,9,25,206,169,157,152,36,18,127,36,0
"chr4.181",345,1976,12,46,31,2,6,1,10,13,67,88,40,39,62,1,61,15,0
"chr4.182",310,1940,17,29,23,1,10,3,7,11,61,71,41,44,8,1,55,11,0
"chr4.183",371,1984,20,37,19,0,4,9,4,13,54,76,62,34,16,3,43,19,0
"chr4.184",344,1960,18,31,29,3,13,6,8,17,71,90,54,46,22,2,67,29,0
"chr4.185",397,2410,19,43,28,1,12,4,3,8,127,139,102,98,21,11,83,30,0
"chr4.187",677,3358,60,121,68,3,11,17,13,33,230,206,167,132,43,11,131,33,0
"chr5.2",284,1447,24,46,45,1,11,7,2,10,125,145,99,96,36,8,110,39,1
"chr5.3",635,3169,56,122,112,10,11,10,20,40,377,363,242,269,57,21,221,69,0
"chr5.4",796,3986,95,157,127,5,14,13,9,27,445,377,286,274,84,29,242,64,0
"chr5.5",748,4842,91,142,143,12,19,13,19,44,398,367,240,257,61,13,252,68,0
"chr5.6",639,3476,59,92,84,6,9,8,6,20,246,219,188,177,50,14,206,59,0
"chr5.7",494,2586,28,53,65,4,9,2,9,15,148,138,93,93,30,7,124,30,0
"chr5.8",477,3036,28,72,66,1,5,9,9,19,175,131,84,81,23,11,144,42,0
"chr5.9",445,3179,25,59,72,3,6,4,11,18,186,147,148,106,48,10,139,37,0
"chr5.10",307,2129,15,34,30,4,12,7,4,15,177,182,137,111,45,13,161,44,1
"chr5.11",332,1946,20,41,32,3,5,7,6,16,74,105,76,52,32,8,67,29,0
"chr5.12",592,3909,47,109,82,3,12,6,7,16,189,164,129,110,33,10,137,40,0
"chr5.13",651,5027,62,119,97,5,10,2,14,21,317,247,182,165,48,18,166,56,0
"chr5.14",463,3333,51,61,70,8,10,13,8,29,166,173,99,99,27,9,131,32,0
"chr5.15",229,1690,14,24,24,2,6,4,6,12,72,88,66,44,21,6,53,22,0
"chr5.16",445,2926,33,61,79,4,9,18,11,33,207,233,128,109,42,8,143,40,0
"chr5.17",320,2005,21,39,46,3,10,7,7,17,102,122,71,73,42,7,81,23,0
"chr5.19",614,4153,50,98,101,4,15,13,10,27,279,250,179,131,56,8,174,40,0
"chr5.20",801,5359,104,162,119,8,18,10,18,36,342,250,180,162,39,11,195,44,0
"chr5.23",755,5437,78,158,133,5,17,19,9,33,192,180,157,96,48,10,163,27,0
"chr5.24",877,5557,84,159,123,10,14,15,13,38,369,252,212,145,61,22,191,47,0
"chr5.25",822,5757,75,146,94,13,19,19,10,42,369,308,248,224,56,13,230,51,0
"chr5.26",921,6065,91,171,148,9,21,14,17,40,494,357,298,211,80,25,247,51,0
"chr5.27",852,5745,86,147,170,11,18,10,18,39,510,373,297,255,76,22,242,54,0
"chr5.28",870,4815,91,166,143,4,23,19,17,40,386,281,209,196,46,16,171,43,0
"chr5.29",797,4734,76,137,117,8,19,14,15,37,359,245,223,164,50,10,188,46,1
"chr5.30",770,4911,83,133,139,4,15,22,13,39,239,200,129,136,57,13,177,44,0
"chr5.31",638,4639,59,119,100,6,12,10,13,29,295,203,153,125,49,12,160,43,0
"chr5.32",433,2513,28,51,56,1,11,10,8,19,103,105,65,66,27,4,77,27,0
"chr5.33",282,1985,19,30,30,3,13,4,8,15,115,87,73,76,31,4,87,22,0
"chr5.34",417,2827,35,58,68,3,6,7,6,16,175,165,86,80,33,12,119,40,0
"chr5.36",346,2580,20,33,59,0,11,4,6,10,115,98,62,64,28,8,99,27,0
"chr5.37",395,2753,15,59,33,2,3,9,7,18,87,98,57,50,15,4,88,24,0
"chr5.39",491,2995,32,55,70,4,11,10,6,20,115,132,88,79,31,9,83,32,0
"chr5.40",287,2445,17,37,34,0,2,3,2,5,85,79,49,39,28,5,78,22,0
"chr5.41",306,2462,16,36,35,0,12,3,5,8,66,87,58,42,12,8,74,30,0
"chr5.42",349,2869,17,41,46,3,13,11,12,26,98,101,70,54,29,5,89,30,0
"chr5.43",377,3082,24,48,54,1,11,7,7,15,144,132,86,82,30,4,118,33,0
"chr5.45",462,3819,46,79,89,5,15,6,4,15,170,152,104,68,31,11,112,38,0
"chr5.46",433,3457,33,83,72,5,15,5,11,21,260,150,119,129,34,4,175,33,0
"chr5.48",504,3650,33,77,64,3,10,10,10,23,149,132,103,73,28,9,113,31,0
"chr5.49",335,2669,16,43,32,3,8,8,7,18,108,96,75,55,20,11,77,21,0
"chr5.50",337,2557,28,31,26,1,10,6,5,12,76,86,50,41,24,2,86,24,0
"chr5.51",359,2574,13,32,35,0,7,9,6,15,61,83,76,49,19,5,58,23,0
"chr5.52",278,2000,10,31,26,1,4,8,5,14,58,64,43,38,16,1,54,26,0
"chr5.53",324,2346,15,42,34,3,10,8,9,20,60,63,33,25,17,3,65,24,0
"chr5.54",344,2615,10,33,53,5,6,8,6,19,52,72,50,40,21,2,81,22,0
"chr5.55",341,2736,15,35,49,3,8,8,6,17,46,77,42,35,15,5,71,19,0
"chr5.57",318,2238,9,27,25,1,17,5,5,11,53,77,47,48,24,5,72,13,2
"chr5.58",345,2360,19,27,25,0,4,8,6,14,44,55,42,47,16,3,67,17,0
"chr5.60",493,4231,61,77,74,2,11,8,9,19,206,170,149,104,36,15,115,17,0
"chr5.61",408,2947,21,56,42,1,12,13,5,19,83,119,92,62,19,7,59,25,0
"chr5.62",283,2251,14,32,19,2,5,2,3,7,50,53,44,37,12,5,40,16,0
"chr5.63",361,2502,26,32,37,1,9,6,4,11,74,64,53,48,28,4,50,22,1
"chr5.64",295,2339,12,24,27,3,6,8,3,14,64,71,42,37,23,1,74,15,1
"chr5.65",270,2262,15,23,15,1,5,7,6,14,41,54,46,42,24,4,53,23,0
"chr5.69",323,2237,12,26,23,2,9,5,3,10,54,62,29,28,22,1,55,23,0
"chr5.70",298,1994,7,15,13,2,9,10,5,17,48,70,37,26,27,3,54,17,0
"chr5.71",243,1914,14,17,16,2,8,6,4,12,48,65,50,29,18,3,64,21,0
"chr5.73",264,2121,15,24,30,2,8,9,5,16,54,69,43,41,21,6,60,26,0
"chr5.74",369,2655,27,32,20,2,9,6,3,11,67,72,57,59,17,2,65,16,0
"chr5.76",320,2335,26,39,24,3,10,1,7,11,88,100,53,69,21,5,76,23,0
"chr5.78",348,2524,12,40,20,2,8,7,2,11,53,88,48,42,25,6,48,20,0
"chr5.79",339,2624,27,36,40,1,7,10,6,17,48,76,65,40,27,3,60,15,0
"chr5.80",403,3086,34,62,42,1,3,7,4,12,82,99,81,55,27,5,70,23,0
"chr5.81",617,4460,46,122,88,2,9,5,10,17,261,180,162,142,39,12,142,39,0
"chr5.82",599,4935,67,109,111,6,23,20,8,34,288,243,181,184,40,12,149,39,0
"chr5.83",428,3298,38,65,63,5,12,9,9,23,155,105,109,73,26,9,117,23,0
"chr5.84",366,3006,28,55,56,4,6,7,7,18,176,138,94,83,28,10,109,25,0
"chr5.85",416,3004,30,60,45,2,7,11,8,21,162,118,120,86,33,11,117,39,0
"chr5.86",386,3428,30,53,86,4,8,12,7,23,168,99,86,66,32,4,107,23,1
"chr5.87",331,2413,16,40,29,0,1,6,3,9,92,83,54,48,21,5,76,25,0
"chr5.88",326,2695,30,51,51,3,9,14,4,21,94,108,78,55,25,4,93,27,0
"chr5.90",353,2562,28,44,38,2,10,5,7,14,116,105,69,56,19,4,84,17,0
"chr5.91",407,3151,28,46,64,3,9,6,9,18,96,73,64,72,18,7,80,22,0
"chr5.92",280,2138,19,31,34,3,12,10,0,13,72,75,62,42,26,4,83,15,0
"chr5.93",250,2224,14,23,12,2,7,3,1,6,46,62,31,25,28,4,63,11,0
"chr5.94",275,2675,11,42,30,3,5,7,3,13,82,93,78,55,24,3,80,13,0
"chr5.95",234,2271,13,26,26,3,6,10,6,19,88,104,70,45,24,3,83,20,0
"chr5.98",447,3699,33,86,71,4,11,12,10,26,214,164,167,110,45,11,133,27,0
"chr5.99",397,2994,36,44,44,3,6,6,5,14,128,120,95,68,28,5,93,15,0
"chr5.100",379,2897,23,40,41,2,9,4,4,10,85,107,80,43,17,7,92,38,0
"chr5.101",311,2867,24,57,62,2,10,6,12,20,241,198,162,122,36,9,153,32,0
"chr5.102",430,3977,46,86,94,6,6,11,10,27,308,208,207,165,41,15,162,48,0
"chr5.103",459,3748,37,76,69,4,7,5,7,16,178,117,86,65,20,4,114,26,1
"chr5.104",276,2808,24,38,40,0,11,5,4,9,54,69,42,49,25,6,108,24,0
"chr5.105",327,2426,16,44,38,0,8,9,5,14,79,97,58,49,14,4,76,15,0
"chr5.106",359,2655,18,32,34,3,6,8,6,17,96,92,70,49,21,6,85,29,1
"chr5.107",477,3703,45,62,73,2,7,14,6,22,173,130,87,91,25,8,109,32,0
"chr5.108",427,3087,34,50,60,1,8,12,12,25,102,92,60,52,23,3,85,30,2
"chr5.109",402,2532,31,50,48,4,6,6,7,17,62,86,49,29,17,3,58,13,0
"chr5.110",439,3013,26,49,72,2,7,5,11,18,150,117,88,64,15,6,78,26,0
"chr5.111",435,3038,29,63,49,2,7,9,8,19,185,181,135,107,31,13,121,35,0
"chr5.112",302,2081,14,36,21,0,10,8,2,10,62,94,56,39,15,4,72,22,0
"chr5.113",351,2411,23,43,31,3,5,5,6,14,100,143,81,58,23,3,101,20,0
"chr5.114",442,3513,37,70,65,3,13,7,12,22,195,143,118,72,32,8,109,29,0
"chr5.115",387,3077,24,46,62,2,5,6,7,15,116,144,81,81,33,8,100,28,0
"chr5.116",305,2339,13,39,36,4,6,9,3,16,103,92,69,60,29,2,74,20,0
"chr5.117",479,3929,30,67,81,4,7,13,11,28,227,171,128,103,42,8,144,39,0
"chr5.118",428,3501,26,56,82,4,13,13,9,26,156,145,88,79,33,11,106,23,0
"chr5.119",295,2473,16,26,26,1,8,12,5,18,76,107,49,49,24,5,88,21,0
"chr5.120",290,2430,15,28,27,2,4,6,2,10,65,81,42,28,23,6,78,17,0
"chr5.121",311,2531,17,34,24,1,5,9,6,16,73,81,44,34,18,6,90,24,0
"chr5.122",323,2995,11,35,35,3,6,4,12,19,54,78,42,41,25,3,62,32,0
"chr5.124",246,2237,21,31,24,4,10,5,10,19,51,69,60,37,14,5,66,25,0
"chr5.125",410,2926,25,42,46,2,9,14,7,23,130,136,79,59,24,9,97,36,0
"chr5.126",422,3215,21,53,49,5,4,9,4,18,182,137,96,89,38,12,106,21,0
"chr5.128",285,1981,12,32,18,2,5,7,3,12,55,67,52,49,22,6,67,20,1
"chr5.129",246,1439,12,15,12,1,4,5,5,11,56,61,33,36,20,3,58,21,0
"chr5.130",290,1769,15,28,24,1,7,1,5,7,63,119,57,41,34,2,66,29,0
"chr5.132",298,1955,3,30,23,0,6,3,6,9,65,103,47,51,17,4,77,32,0
"chr5.133",374,2542,17,32,41,0,10,7,6,13,109,139,71,48,29,8,85,32,0
"chr5.134",351,2278,24,46,53,1,3,3,8,12,81,104,57,50,19,4,79,26,0
"chr5.137",258,1870,21,30,39,0,9,6,6,12,75,70,67,64,22,7,65,20,0
"chr5.138",385,2143,23,39,43,2,10,6,5,13,90,100,79,56,36,4,82,30,0
"chr5.139",277,1718,18,15,24,1,11,5,1,7,54,53,46,40,15,3,54,22,0
"chr5.140",317,2678,18,38,34,4,5,8,5,17,70,76,50,39,20,5,76,22,0
"chr5.141",365,3484,22,51,64,0,15,12,6,18,132,150,80,90,22,1,96,36,0
"chr5.142",263,2143,15,24,28,3,8,6,5,14,63,76,38,48,18,3,70,19,0
"chr5.143",337,2350,22,35,36,3,6,6,3,12,71,104,45,45,24,5,75,20,0
"chr5.144",331,2798,24,40,37,2,7,9,2,13,57,78,49,52,38,6,61,28,0
"chr5.145",300,2533,14,30,33,0,7,9,5,14,50,87,44,24,10,4,59,25,0
"chr5.146",201,1551,14,20,8,3,8,4,6,13,55,60,46,41,13,1,57,23,0
"chr5.147",245,1461,21,21,27,0,6,8,4,12,46,96,47,55,25,6,69,25,0
"chr5.148",307,1964,17,38,44,2,7,9,3,14,92,97,73,52,29,5,94,38,0
"chr5.150",491,3388,46,75,75,1,9,7,13,21,207,188,118,130,39,4,142,30,0
"chr5.151",273,1689,14,22,20,1,5,3,6,10,55,81,45,45,19,1,76,25,0
"chr5.153",424,3186,36,56,74,3,9,9,4,16,176,189,110,114,33,12,148,36,0
"chr5.154",250,1952,20,24,24,0,8,7,8,15,75,93,68,46,26,4,82,17,0
"chr5.155",397,2828,24,60,55,2,8,6,15,23,118,130,74,51,18,4,114,29,0
"chr5.156",402,2428,38,42,42,2,5,9,7,18,95,126,66,73,26,3,92,32,0
"chr5.157",261,1689,13,26,21,4,4,6,4,14,66,83,47,31,18,5,69,29,0
"chr5.158",384,3122,42,58,53,0,6,16,8,24,143,151,86,108,32,3,116,31,0
"chr5.159",488,3817,37,73,85,3,9,11,11,25,160,202,88,114,36,12,148,39,0
"chr5.160",394,2697,30,51,66,2,9,6,12,20,139,184,109,100,38,14,126,48,0
"chr5.161",605,4210,61,89,113,5,13,7,11,23,300,231,145,141,39,12,148,37,0
"chr5.162",629,4119,59,94,106,9,17,11,12,32,298,207,171,137,37,11,176,36,0
"chr5.163",601,3466,46,76,118,9,20,12,11,32,351,295,240,237,46,13,192,59,0
"chr5.164",450,3148,39,54,72,3,21,6,5,14,271,257,165,165,47,11,152,46,0
"chr5.165",307,1797,24,31,19,1,7,8,5,14,76,95,57,48,16,5,79,25,0
"chr5.166",497,3161,38,73,68,3,5,12,12,27,138,178,97,97,42,6,119,44,0
"chr5.167",401,2297,29,65,43,4,13,7,7,18,124,118,96,64,40,8,110,34,0
"chr5.168",341,1958,26,41,39,0,13,4,5,9,86,105,59,56,27,9,84,21,0
"chr5.169",262,1406,10,20,11,3,8,5,4,12,58,82,58,47,17,1,61,25,0
"chr5.170",323,1945,25,32,22,1,8,2,5,8,80,98,68,70,22,5,83,36,0
"chr5.171",355,2310,23,49,32,2,10,3,8,13,107,144,78,68,29,8,100,34,0
"chr6.2",344,1654,12,36,23,1,6,5,4,10,61,59,37,33,22,4,64,22,0
"chr6.3",285,1599,19,23,19,3,11,1,5,9,51,64,35,26,19,3,43,17,0
"chr6.4",269,1627,21,35,15,3,6,1,7,11,46,62,44,27,23,2,46,22,0
"chr6.5",334,2150,16,32,21,2,8,2,7,11,66,66,37,47,31,6,45,16,0
"chr6.6",333,1702,16,41,30,1,5,3,1,5,60,71,38,25,24,6,71,15,0
"chr6.7",319,1996,20,23,21,1,4,3,4,8,95,102,51,38,34,2,65,26,0
"chr6.8",308,1681,10,34,31,0,13,1,2,3,75,69,50,27,14,2,54,24,0
"chr6.9",383,2530,11,34,52,0,4,5,1,6,124,99,67,55,28,7,83,30,0
"chr6.10",523,3252,37,99,107,5,7,6,11,22,182,172,81,107,41,10,111,40,2
"chr6.11",403,2173,29,63,48,2,9,4,13,19,79,81,50,54,19,4,77,16,0
"chr6.12",323,1853,3,21,17,3,6,3,1,7,70,73,39,34,25,4,54,27,0
"chr6.13",369,2231,24,38,32,0,4,3,10,13,73,76,39,35,19,17,61,13,0
"chr6.14",297,1998,21,30,27,3,7,3,4,10,72,72,48,27,25,4,60,24,1
"chr6.15",351,2120,16,25,31,3,12,4,5,12,76,71,57,31,24,12,65,14,1
"chr6.16",304,1873,9,26,19,1,6,1,3,5,77,74,43,39,11,4,47,16,0
"chr6.17",291,1960,25,35,24,1,6,5,5,11,61,72,47,32,25,2,77,13,0
"chr6.18",312,1815,16,26,21,2,7,3,12,17,58,79,32,36,21,4,57,21,0
"chr6.19",316,2178,27,43,48,1,6,6,4,11,102,90,58,49,27,5,60,37,0
"chr6.20",438,2654,39,64,69,3,6,5,7,15,153,156,89,63,36,10,117,27,0
"chr6.21",278,1728,15,37,27,3,6,4,4,11,80,76,57,32,26,3,64,25,0
"chr6.22",323,1953,11,33,32,5,4,3,6,14,77,95,78,38,28,5,77,22,0
"chr6.23",389,2748,17,51,49,2,3,7,6,15,150,131,76,83,34,9,105,22,0
"chr6.24",465,3443,37,76,68,2,7,6,2,10,211,179,94,78,29,10,129,26,0
"chr6.25",311,2068,16,42,27,8,6,8,5,21,64,76,31,34,28,2,66,29,0
"chr6.26",316,2118,14,33,29,1,7,5,6,12,50,83,41,37,21,1,65,17,0
"chr6.28",432,2507,19,51,46,2,5,9,6,17,103,133,85,69,20,12,112,31,0
"chr6.29",428,2496,22,57,50,4,8,6,5,15,113,121,94,62,37,9,119,36,0
"chr6.30",373,2137,15,48,46,0,3,5,7,12,94,103,58,61,28,9,86,28,0
"chr6.31",255,1285,14,19,24,1,6,2,3,6,63,77,44,32,23,3,69,18,0
"chr6.33",318,1730,6,33,23,1,6,10,5,16,53,75,37,33,18,15,59,24,0
"chr6.34",236,1234,11,28,25,6,6,1,3,10,62,96,73,35,35,5,67,26,0
"chr6.35",255,1257,11,20,11,1,8,4,7,12,57,79,69,29,15,4,61,21,0
"chr6.36",243,1309,10,33,12,1,3,5,1,7,53,62,40,36,18,2,63,24,0
"chr6.37",212,1261,9,32,12,0,5,4,4,8,55,71,37,32,15,8,41,23,0
"chr6.38",305,1715,9,37,23,2,6,3,3,8,47,87,51,39,23,3,77,25,0
"chr6.39",297,1994,16,44,25,2,3,1,6,9,63,68,33,40,23,5,68,22,0
"chr6.40",358,2223,18,58,28,3,7,5,7,15,99,101,65,57,23,6,78,26,0
"chr6.41",368,2188,16,37,41,3,8,4,7,14,81,102,57,58,27,5,93,23,0
"chr6.42",259,1543,15,37,19,1,6,1,4,6,56,67,51,39,28,10,72,24,0
"chr6.44",193,1126,12,23,12,0,9,4,3,7,60,85,40,40,27,3,52,28,0
"chr6.45",281,1781,14,47,28,1,8,4,5,10,63,86,37,31,30,7,70,25,0
"chr6.46",292,2047,18,31,35,1,6,6,4,11,80,83,39,54,27,6,49,25,0
"chr6.47",287,2338,13,27,14,1,1,4,2,7,59,74,49,69,23,2,59,32,0
"chr6.48",284,2093,15,34,24,1,4,3,10,14,83,92,54,39,24,7,81,29,0
"chr6.49",342,3112,32,91,72,3,3,11,13,27,189,153,82,48,34,11,136,32,0
"chr6.50",330,2938,17,63,71,3,3,4,4,11,93,123,71,53,50,8,76,39,1
"chr6.51",545,3826,42,84,110,7,3,8,13,28,189,180,126,85,51,6,122,26,0
"chr6.52",331,2782,16,55,63,3,5,9,7,19,103,127,71,57,30,3,86,37,0
"chr6.53",270,1764,6,24,19,0,5,3,2,5,35,75,34,34,25,8,51,19,0
"chr6.54",307,1999,11,31,23,0,4,4,5,9,54,82,45,38,30,8,61,22,1
"chr6.55",282,2628,22,30,31,1,5,7,8,16,71,93,55,43,22,8,73,29,2
"chr6.56",441,3249,39,59,75,3,9,8,4,15,150,150,77,53,26,21,98,34,0
"chr6.57",307,2298,25,26,29,5,9,10,9,24,60,107,41,36,18,6,62,20,0
"chr6.60",501,3635,40,91,72,0,8,11,6,17,230,173,122,118,39,7,137,36,0
"chr6.61",282,2412,16,37,33,0,13,7,7,14,106,79,44,39,24,9,74,29,0
"chr6.63",614,4592,42,97,125,4,13,9,5,18,378,295,182,193,70,20,165,37,0
"chr6.64",705,4882,62,110,107,6,15,11,14,31,373,330,240,160,68,22,174,48,0
"chr6.65",738,5070,69,143,105,8,17,4,6,18,406,295,240,175,62,19,141,43,0
"chr6.66",643,4955,50,152,109,6,10,13,10,29,337,304,142,138,49,13,155,43,0
"chr6.67",434,3227,35,70,76,5,11,6,2,13,166,159,84,61,32,6,119,27,0
"chr6.68",325,2391,14,44,31,0,7,5,7,12,56,82,34,22,22,1,74,23,0
"chr6.69",452,3863,41,86,82,5,10,11,6,22,175,128,70,58,39,9,77,26,0
"chr6.70",492,3721,36,116,79,6,7,13,4,23,181,133,55,61,37,11,83,30,0
"chr6.73",321,2384,14,32,37,1,10,7,7,15,87,99,55,32,15,3,62,19,0
"chr6.74",466,3633,40,85,73,3,9,8,9,20,169,151,90,47,39,5,100,29,1
"chr6.75",404,3556,39,82,88,5,11,11,12,28,128,95,59,61,28,3,70,25,0
"chr6.76",355,3046,31,63,46,2,6,7,6,15,121,114,81,40,28,8,76,25,0
"chr6.77",319,2400,24,34,34,4,5,5,10,19,60,68,44,37,21,5,53,24,0
"chr6.78",348,2887,26,42,56,4,9,4,8,16,107,106,83,36,23,5,60,22,0
"chr6.79",271,2745,25,33,36,2,10,13,8,23,92,80,56,38,19,5,40,18,0
"chr6.80",349,2565,20,57,40,1,11,7,10,18,69,75,39,35,20,0,48,34,0
"chr6.81",357,2411,22,36,41,0,4,8,7,15,76,80,69,41,26,8,60,27,0
"chr6.82",426,2812,27,60,49,4,8,5,9,18,84,98,48,46,32,5,77,15,0
"chr6.85",370,2391,17,36,32,0,6,5,6,11,86,86,47,38,20,3,55,18,0
"chr6.86",395,2626,20,45,41,1,4,8,6,15,102,114,58,33,36,2,62,28,0
"chr6.87",363,2260,17,39,33,3,8,10,3,16,73,82,34,25,24,7,39,16,0
"chr6.88",492,3241,40,61,55,4,11,9,11,24,129,125,59,59,26,8,75,34,0
"chr6.89",516,4493,52,100,81,3,16,9,14,26,195,179,101,68,32,9,92,32,0
"chr6.90",664,5495,69,143,96,8,8,13,17,38,268,167,126,84,48,5,122,35,0
"chr6.91",551,4072,41,91,78,4,8,11,8,23,161,109,108,55,35,9,69,24,0
"chr6.93",505,3875,36,83,80,1,5,8,6,15,126,92,59,50,31,2,72,25,1
"chr6.94",417,3072,29,54,51,2,8,12,8,22,129,102,63,53,28,10,61,24,0
"chr6.95",514,4267,50,95,101,6,12,8,10,24,273,223,128,87,43,15,109,25,0
"chr6.96",445,3138,22,65,65,0,10,9,6,15,166,111,88,66,29,5,84,31,0
"chr6.97",364,3098,22,44,51,1,6,6,11,18,101,114,73,62,29,7,64,16,0
"chr6.98",349,2665,27,58,41,0,8,3,4,7,103,98,55,50,23,3,61,17,1
"chr6.99",537,4491,64,100,97,7,16,9,14,30,293,193,139,104,46,14,117,35,1
"chr6.100",698,5410,67,134,117,10,14,21,11,42,286,229,146,124,39,13,127,48,0
"chr6.101",586,4502,58,136,94,6,13,13,9,28,273,204,122,110,47,15,94,37,0
"chr6.102",357,2574,20,57,55,1,12,6,11,18,88,114,63,43,22,5,55,23,0
"chr6.103",340,2316,18,23,28,4,3,5,7,16,78,67,52,34,23,6,39,20,0
"chr6.104",242,1617,13,22,19,2,9,3,5,10,47,62,37,19,12,1,38,16,0
"chr6.105",308,2103,12,26,23,2,5,2,8,12,39,58,49,32,27,1,44,21,1
"chr6.106",242,1701,10,19,13,0,4,0,2,2,40,62,32,23,22,3,31,17,0
"chr6.107",318,2298,18,34,34,3,7,6,5,14,59,73,39,23,18,3,45,18,0
"chr6.108",265,1915,10,27,14,2,13,5,5,12,55,63,33,27,28,2,37,20,0
"chr6.109",367,2546,17,50,31,3,5,6,9,18,78,85,44,41,27,4,56,23,0
"chr6.110",345,3226,26,39,38,2,6,5,6,13,150,105,54,55,27,6,77,21,0
"chr6.111",348,2523,18,33,45,1,13,5,4,10,64,49,43,24,24,5,45,9,0
"chr6.112",528,3937,51,87,85,1,10,8,10,19,132,104,66,35,28,5,72,26,0
"chr6.113",347,2572,25,57,39,1,6,7,5,13,76,65,50,23,22,3,43,16,0
"chr6.114",369,2835,25,38,38,2,6,7,5,14,129,95,64,45,18,6,52,20,1
"chr6.115",480,3153,45,78,77,1,7,10,15,26,133,96,66,40,31,11,57,22,0
"chr6.116",341,2546,23,49,49,2,8,15,8,25,58,66,47,35,28,2,59,14,0
"chr6.117",423,3811,38,69,76,6,12,7,8,21,148,121,79,42,30,5,89,27,0
"chr6.118",373,3065,23,64,81,1,8,8,7,16,121,80,81,41,22,5,66,13,0
"chr6.119",470,3313,36,75,84,4,10,16,12,32,171,137,106,76,40,4,68,22,0
"chr6.120",374,3081,23,57,63,1,5,7,9,17,110,92,62,37,38,4,62,25,0
"chr6.121",468,4107,54,92,85,6,6,16,6,28,250,168,115,97,50,8,79,19,0
"chr6.122",347,2908,28,45,57,3,6,9,7,19,157,99,65,59,26,7,72,23,0
"chr6.124",432,3157,29,54,49,3,8,10,8,21,121,100,59,41,33,6,60,26,0
"chr6.125",302,2741,15,33,32,1,7,9,8,18,74,76,55,37,18,3,48,14,0
"chr6.126",370,3079,32,38,35,0,10,10,7,17,110,82,52,34,26,4,81,21,0
"chr6.127",345,2553,11,35,40,1,5,6,5,12,100,97,52,25,30,4,50,16,0
"chr6.128",281,2166,19,21,28,2,14,4,7,13,97,95,48,41,19,1,47,18,0
"chr6.129",305,2589,9,32,30,2,6,6,5,13,46,61,33,25,18,4,43,24,0
