,kidney_clear_cell,kidney_papillary,melanoma_acral_lentiginuous,melanoma_desmoplastic,melanoma_mucosal_lentiginous,melanoma_nodular,melanoma_superificial_spreading,colorectal_nos,colorectal_adeno_nos,colorectal_adeno_mucinous,CIN,GS,MSI,POLE
chr7.47,201,62,36,1,6,968,528,20,2311,1432,185,46,6,2444
chr7.48,192,67,33,1,2,774,446,12,1250,960,98,14,8,1468
chr7.49,367,72,70,4,4,1026,664,29,2146,1507,227,44,13,2401
chr7.50,398,83,98,6,6,2656,1937,34,3149,1930,322,61,15,3269
chr7.51,259,75,53,2,10,1296,885,12,1657,1191,108,20,12,1880
chr7.52,327,79,68,3,11,2134,1462,17,1585,1042,106,11,10,1787
chr7.53,411,84,145,6,5,3734,2662,22,2877,1698,335,80,15,2732
chr7.54,296,74,155,11,23,4065,2746,41,3680,2148,415,99,18,3440
chr7.55,287,64,156,7,11,3182,2184,20,2506,1654,250,47,14,2663
chr7.65,379,59,98,4,7,1739,1038,38,2572,1642,321,68,19,2454
chr7.66,360,73,105,5,5,2468,1710,30,2794,1767,298,70,21,2648
chr7.67,237,79,126,2,3,1039,697,17,1901,1412,120,25,10,2176
chr7.68,379,93,139,11,9,2277,1609,22,1919,1356,240,37,17,1954
chr7.75,205,57,49,0,6,700,419,13,1570,1127,103,18,7,1845
chr7.77,352,57,35,3,2,1140,773,33,2151,1555,165,36,12,2557
chr7.78,304,63,55,3,5,647,485,12,1813,1212,99,13,11,2060
chr7.79,257,76,75,3,2,1174,899,33,2405,1680,209,36,15,2772
chr7.80,273,74,78,1,4,2256,1570,20,2351,1567,178,40,9,2653
chr7.81,367,59,37,1,5,1100,645,27,2190,1489,175,21,8,2487
chr7.82,304,61,30,0,3,1032,586,37,2853,1689,263,57,22,2893
chr7.83,496,74,96,2,5,2245,1512,33,3288,1941,323,61,13,3357
chr7.84,325,77,109,1,7,2314,1627,16,1966,1381,152,35,9,2305
chr7.85,199,58,92,0,1,1404,873,10,1717,1248,101,23,8,2019
chr7.86,270,75,72,1,6,1308,831,44,2575,1798,248,51,12,2948
chr7.87,224,65,79,3,9,1484,894,25,1866,1281,149,28,13,2172
chr7.88,192,72,74,5,3,1114,755,17,2206,1474,191,24,7,2511
chr7.90,250,70,56,3,3,957,477,4,1593,1167,89,13,10,1893
chr7.91,296,54,43,1,5,1725,1075,33,2454,1596,207,32,15,2776
chr7.92,214,45,46,2,1,942,540,20,2004,1367,150,19,3,2337
chr7.93,254,78,24,2,1,674,387,12,1913,1355,133,24,4,2215
chr7.94,299,75,59,1,1,1296,782,18,2245,1430,160,36,18,2460
chr7.96,263,56,47,2,0,1082,607,8,1153,800,82,14,9,1282
chr7.101,237,52,47,4,3,1312,854,19,2150,1419,152,27,9,2462
chr7.103,220,60,26,2,0,590,310,8,1211,928,64,8,8,1467
chr7.104,238,67,36,1,2,678,440,12,1679,1235,107,18,16,1998
chr7.105,225,50,24,2,7,540,309,9,1315,1125,88,18,12,1657
chr7.106,345,64,84,5,5,1593,971,24,2590,1757,283,45,12,2772
chr7.107,366,72,87,4,3,1577,957,37,2988,1912,295,47,14,3247
chr7.108,216,52,55,5,2,781,471,21,1675,1660,200,31,13,2300
chr7.109,215,43,27,0,2,876,496,12,1700,1122,136,25,7,1929
chr7.110,232,58,49,4,6,1468,878,14,1897,1352,128,23,10,2210
chr7.111,265,74,86,2,11,2229,1423,34,2539,1568,206,34,10,2709
chr7.112,340,82,51,2,9,1312,720,24,2853,1542,176,44,14,2971
chr7.113,295,57,52,3,4,2106,1271,19,2191,1501,131,34,11,2539
chr7.114,217,83,35,3,1,765,492,12,1314,1082,71,6,9,1700
chr7.115,228,71,71,1,4,1244,795,7,1518,1177,99,13,11,1859
chr7.116,377,60,115,7,6,2547,1680,50,2831,1873,276,42,12,3183
chr7.117,416,83,135,6,13,3441,2152,34,3334,2272,329,68,9,3595
chr7.118,230,65,62,6,7,2167,1166,28,2002,1396,178,33,8,2287
chr7.119,305,77,49,3,3,947,507,15,2044,1498,153,27,17,2353
chr7.120,238,57,89,1,3,1535,805,25,1705,1298,123,21,5,2062
chr7.121,280,74,64,6,4,1608,911,17,1897,1344,159,22,9,2230
chr7.122,308,55,70,0,6,1600,927,27,2711,1689,228,43,10,2907
chr7.123,355,66,129,8,10,2275,1461,36,3163,2080,302,74,15,3369
chr7.124,347,50,103,5,9,2613,1626,30,1639,1461,153,22,12,2193
chr7.125,229,64,46,8,1,633,410,6,1164,988,69,14,11,1450
chr7.127,233,56,29,0,1,611,394,7,1132,862,82,8,15,1298
chr7.129,264,63,86,2,1,1905,1030,6,1594,1137,117,22,15,1796
chr7.130,241,76,54,3,3,963,569,12,1791,1210,119,30,11,2038
chr7.131,228,52,70,4,1,597,334,9,1347,1146,115,24,10,1610
chr7.132,201,53,78,4,1,691,433,15,1923,1365,142,18,15,2155
chr7.133,241,59,55,4,1,1297,837,17,1909,1284,170,30,17,2053
chr7.134,428,72,101,6,13,2010,1368,48,3346,2058,383,90,19,3389
chr7.135,244,57,39,7,4,2019,1113,23,1895,1295,165,31,8,2102
chr7.136,237,51,45,4,1,1047,635,7,1283,902,81,11,12,1477
chr7.139,221,88,78,3,8,2412,1756,11,1517,1233,99,20,6,1814
chr7.142,317,63,112,2,11,1627,1060,12,1955,1517,189,36,4,2298
chr7.143,502,92,189,5,10,3426,2432,45,3465,2453,405,72,18,3663
chr7.148,258,74,95,8,4,1542,1041,6,1269,869,80,14,11,1438
chr7.149,209,64,30,3,2,593,380,4,1132,883,82,13,5,1357
chr7.153,252,75,72,7,2,1239,809,5,1470,993,99,8,13,1608
chr7.154,246,59,77,2,2,818,586,5,1284,949,75,9,14,1527
chr7.155,368,67,104,7,3,1762,1108,14,1437,957,177,23,16,1458
chr7.156,253,67,61,6,6,1207,851,9,1167,948,114,12,10,1342
chr8.2,250,66,70,3,14,1129,684,15,1553,1175,158,32,11,1677
chr8.3,197,50,91,2,21,2563,1536,6,2335,1707,191,59,10,2463
chr8.5,421,83,105,5,8,2432,1558,14,3134,2166,219,59,11,3332
chr8.6,421,77,118,9,12,3256,2165,20,3210,2065,272,79,14,3281
chr8.10,192,43,42,2,1,701,444,5,1653,1238,81,35,15,1914
chr8.11,213,65,34,1,0,692,498,8,1596,1165,103,26,11,1677
chr8.14,244,65,62,1,3,1566,1036,10,3291,1875,215,50,11,3289
chr8.16,442,55,108,0,6,2285,1286,23,3753,2512,315,93,13,3780
chr8.17,305,62,74,4,17,1481,919,11,2791,1900,178,51,14,3153
chr8.18,209,67,37,1,3,679,388,3,1233,1091,44,9,4,1633
chr8.19,254,64,44,0,4,841,463,7,1404,1161,43,9,11,1844
chr8.20,244,73,22,2,2,547,341,6,1661,1267,66,13,7,2014
chr8.21,211,55,55,3,5,1642,1028,9,1980,1473,100,18,5,2351
chr8.22,221,63,32,1,1,1128,721,5,1329,1086,85,11,11,1605
chr8.23,183,56,38,0,3,533,305,6,946,781,32,6,8,1170
chr8.24,175,72,54,2,1,1174,738,7,1531,1130,71,26,1,1859
chr8.25,218,52,89,1,5,2370,1419,7,2066,1445,98,34,8,2450
chr8.26,226,78,67,0,6,1449,848,4,1526,1152,76,13,10,1798
chr8.27,156,57,41,1,2,975,615,4,1664,1136,69,19,6,1934
chr8.28,186,72,33,2,0,700,390,3,1170,940,47,11,6,1458
chr8.29,198,61,28,1,2,463,250,4,1093,893,36,11,16,1340
chr8.30,210,49,33,1,2,569,294,3,1348,1026,57,6,4,1642
chr8.31,206,56,27,0,0,551,254,1,1349,1055,53,14,9,1615
chr8.32,277,66,58,5,6,1933,1170,15,2804,1755,195,54,5,2964
chr8.33,206,55,88,2,10,1986,1310,14,2875,1869,221,54,4,3078
chr8.34,260,68,81,2,3,1854,1173,7,1847,1222,131,26,6,2071
chr8.35,376,63,112,1,4,2694,1387,14,2846,1915,223,57,7,3149
chr8.36,248,61,123,4,8,2441,1402,12,2427,1637,202,43,10,2633
chr8.37,307,60,44,2,8,991,574,9,2211,1620,135,31,15,2641
chr8.38,245,67,24,0,4,576,358,4,965,817,49,7,7,1215
chr8.39,207,60,28,0,2,442,288,8,1164,840,73,8,7,1385
chr8.40,270,52,58,0,2,2387,1506,13,1655,1190,123,29,9,1898
chr8.41,271,52,98,3,8,2593,1505,14,1952,1343,163,25,8,2189
chr8.42,250,61,50,3,1,906,542,11,1578,1110,118,18,9,1757
chr8.44,395,71,131,12,11,3507,2269,22,2415,1069,313,57,12,1888
chr8.46,268,54,44,4,10,695,473,12,1797,1290,160,26,7,1974
chr8.47,454,82,118,3,14,2749,1852,30,3303,2214,354,89,10,3444
chr8.48,477,92,124,6,15,2210,1469,19,3208,2121,331,71,5,3350
chr8.49,343,78,115,7,17,2076,1398,13,2205,1641,227,32,15,2476
chr8.50,343,72,126,7,14,1916,1260,13,1721,1299,104,10,6,2069
chr8.51,353,73,112,7,19,2370,1485,13,2004,1449,169,26,2,2265
chr8.52,264,63,133,19,17,2750,1886,22,2095,1340,167,25,13,2261
chr8.53,327,67,146,10,16,2232,1612,17,2002,1342,174,25,8,2222
chr8.54,372,70,140,5,13,2430,1614,24,2036,1432,183,25,9,2254
chr8.55,280,81,126,7,12,2192,1318,10,2145,1570,186,29,4,2484
chr8.56,224,55,72,4,8,1147,654,12,1863,1394,139,24,14,2191
chr8.57,338,57,120,6,19,2031,1349,12,2175,1396,169,23,7,2514
chr8.58,244,52,61,6,9,950,586,10,1563,1127,86,10,8,1888
chr8.59,238,76,86,10,14,1463,938,8,1593,1138,73,10,6,1941
chr8.60,317,51,61,5,15,1224,865,14,2004,1430,117,9,9,2444
chr8.61,335,76,104,11,11,2338,1599,27,1998,1527,167,30,9,2373
chr8.62,375,77,120,13,14,2341,1694,31,3009,1977,259,62,19,3190
chr8.63,231,67,76,3,10,2098,1502,19,2141,1471,187,26,12,2380
chr8.64,208,44,49,2,12,1012,705,10,1599,1194,82,19,6,1868
chr8.65,259,54,78,3,8,1502,971,7,1616,1148,77,13,2,1887
chr8.66,391,62,193,8,12,3231,2221,28,2826,1906,270,47,5,3145
chr8.67,336,66,93,3,21,1440,956,19,2475,1546,187,35,11,2658
chr8.68,218,59,73,3,8,1017,647,8,1717,1232,106,18,4,1956
chr8.69,247,60,91,4,24,1322,892,19,1967,1523,144,15,9,2385
chr8.70,228,45,116,4,13,2424,1805,22,2515,1641,195,38,10,2785
chr8.71,201,67,66,5,9,1045,654,3,1516,1125,87,14,10,1804
chr8.72,257,45,52,5,7,859,542,18,2038,1406,142,22,6,2329
chr8.73,322,57,107,6,4,1771,1178,18,2117,1519,185,23,9,2443
chr8.74,349,70,135,6,11,2007,1401,29,2760,1825,238,40,8,3087
chr8.75,443,72,150,3,20,2548,1800,33,2798,2025,290,43,4,3255
chr8.76,347,63,128,4,15,2285,1600,15,2353,1672,188,54,12,2746
chr8.77,312,71,80,3,9,1612,1083,7,1890,1420,129,21,7,2302
chr8.78,191,49,31,4,10,509,338,8,1238,1021,63,11,3,1592
chr8.79,200,64,44,2,7,738,525,6,1531,1228,71,10,7,1925
chr8.80,369,66,111,4,14,2757,2306,13,2716,1849,242,53,11,3003
chr8.81,350,60,163,11,16,3004,2212,35,3545,2332,379,82,13,3713
chr8.82,314,70,120,6,11,2180,1526,20,3321,2146,320,78,5,3534
chr8.84,215,70,93,4,15,1642,1122,17,1830,1332,137,27,12,2124
chr8.85,411,74,105,4,16,2654,1679,32,3525,2238,382,77,11,3725
chr8.86,403,62,92,7,18,2028,1411,24,3690,2308,343,51,10,3759
chr8.87,235,52,78,3,12,1595,1170,19,2193,1549,180,30,7,2508
chr8.88,225,51,61,4,17,1463,969,11,2068,1435,156,37,4,2361
chr8.89,252,56,78,6,6,1411,1098,26,2399,1582,205,34,3,2663
chr8.90,354,68,123,5,10,2696,1953,19,2859,1787,221,37,5,3095
chr8.91,249,60,86,4,11,1806,1249,3,1948,1420,125,16,7,2386
chr8.92,212,56,42,3,12,730,454,4,1289,973,57,9,9,1579
chr8.93,190,67,71,1,5,1828,1307,4,1520,1212,115,13,6,1850
chr8.94,196,54,70,3,15,1204,949,17,2417,1486,177,31,6,2582
chr8.95,212,63,41,4,15,576,418,12,1944,1299,145,29,2,2154
chr8.96,169,66,34,1,8,484,332,6,1366,930,67,11,3,1634
chr8.97,199,64,48,4,7,541,421,8,1278,1009,60,19,8,1640
chr8.98,216,57,56,4,9,828,545,7,1360,1122,68,8,9,1742
chr8.99,219,52,75,5,6,793,550,1,1191,868,51,8,8,1426
chr8.100,194,72,57,8,7,845,542,2,1507,1027,60,10,8,1720
chr8.101,218,46,44,2,19,1143,739,4,1834,1324,124,17,5,2057
chr8.102,284,58,45,1,11,1505,1036,14,2611,1763,225,37,12,2921
chr8.104,231,66,94,2,17,1734,1184,15,2201,1547,158,32,7,2598
chr8.105,253,67,133,6,27,3366,2401,18,2295,1649,221,27,9,2571
chr8.106,260,68,76,7,10,1362,951,25,2473,1497,200,21,7,2664
chr8.107,245,70,92,5,12,2046,1420,14,2024,1297,119,19,6,2284
chr8.108,329,58,172,6,26,3400,2358,31,2578,1635,222,40,7,2786
chr8.109,565,74,131,7,21,1928,1087,31,2554,1781,242,26,8,2982
chr8.110,599,87,122,2,18,1736,1268,27,2660,2171,316,56,12,3200
chr8.111,559,94,162,8,16,3248,2335,31,3527,2472,394,82,16,3841
chr8.112,467,87,144,7,18,3063,2138,35,4274,2752,457,78,15,4242
chr8.113,264,73,111,6,13,1479,1037,31,3980,2203,399,84,14,3596
chr8.114,300,74,113,5,15,1351,944,29,2631,1548,280,42,16,2693
chr8.115,237,58,95,6,9,2149,1444,22,2137,1482,153,26,2,2459
chr8.116,187,51,113,9,15,2009,1338,8,1356,981,85,15,6,1614
chr8.117,233,52,66,6,5,1080,725,9,1807,1247,89,11,8,2194
chr8.118,191,59,41,1,9,616,438,6,1460,1087,77,10,12,1731
chr8.119,340,58,66,2,13,863,546,16,1775,1244,101,18,4,2123
chr8.120,290,49,50,6,14,1121,693,8,2120,1387,133,13,7,2363
chr8.121,171,43,36,4,3,526,356,5,1225,933,59,12,6,1496
chr8.122,194,51,39,2,8,835,593,6,1531,1095,82,11,0,1783
chr8.123,212,53,40,4,12,680,445,1,1281,937,67,11,5,1486
chr8.124,222,71,105,4,12,1310,840,6,1812,1392,122,20,7,2190
chr8.125,187,59,48,4,14,1022,642,4,1188,910,65,11,6,1448
chr8.126,230,60,59,5,5,768,524,7,1732,1150,76,21,7,2069
chr8.127,314,53,57,11,11,680,462,21,2372,1537,160,42,7,2659
chr8.128,221,53,43,3,10,666,476,14,1659,1050,109,24,6,1774
chr8.129,247,61,144,3,18,3184,2430,32,2763,1819,287,47,8,2968
chr8.130,204,62,81,9,9,1903,1264,7,1935,1270,117,29,7,2166
chr8.131,193,68,64,5,7,872,517,6,1319,1043,111,9,7,1605
chr8.132,224,70,72,4,9,1592,1077,17,1868,1343,153,26,4,2120
chr8.133,229,55,75,5,8,1142,882,25,2104,1402,188,24,12,2314
chr8.134,433,90,136,6,8,1946,1525,17,2928,1787,311,65,8,2979
chr8.135,403,78,133,4,9,2956,1837,34,3598,2062,355,72,13,3447
chr8.136,276,65,119,6,13,2299,1629,20,2312,1407,212,38,12,2339
chr8.137,249,54,127,8,14,2339,1653,18,2036,1295,162,27,9,2183
chr8.138,203,67,46,5,4,561,340,7,883,753,65,5,8,1073
chr8.140,272,69,90,1,5,1268,867,9,1413,865,154,14,18,1400
chr8.141,223,65,48,2,6,989,644,9,1024,718,113,8,10,1067
chr9.2,289,52,73,4,9,1874,1266,29,2025,1436,175,29,9,2443
chr9.3,182,55,32,2,3,467,433,10,1705,1241,124,13,6,2027
chr9.4,193,43,37,2,9,857,648,9,1678,1255,102,15,8,2011
chr9.5,213,61,30,0,2,548,354,8,1292,1046,86,8,8,1634
chr9.6,198,55,21,0,5,337,256,7,1367,1187,78,15,10,1787
chr9.8,288,50,42,2,4,804,583,11,1560,1279,106,17,6,2019
chr9.9,225,58,61,3,5,1457,1080,11,1601,1220,90,17,14,2008
chr9.11,361,67,40,2,9,1237,874,27,3124,2264,375,64,15,3601
chr9.12,448,70,45,2,4,794,533,38,3000,2279,349,66,16,3469
chr9.13,334,64,33,1,4,740,455,27,1767,1441,163,28,7,2306
chr9.14,230,73,34,1,1,785,508,18,1997,1460,151,20,9,2446
chr9.15,205,66,32,4,8,887,551,8,1670,1206,98,20,11,1999
chr9.17,207,46,31,0,1,389,269,26,2061,1442,167,33,13,2339
chr9.18,175,44,70,2,6,648,397,11,1798,1285,127,15,9,2091
chr9.19,215,54,29,1,0,695,425,10,1352,1138,86,17,6,1735
chr9.20,230,54,33,0,3,534,356,9,1315,1115,92,19,11,1697
chr9.21,216,58,33,2,4,624,395,11,1256,1035,86,7,10,1598
chr9.22,209,58,30,2,5,471,417,7,1955,1457,100,15,7,2396
chr9.23,211,45,61,5,4,1230,999,24,2389,1831,201,41,8,2959
chr9.24,328,61,105,4,12,1825,1596,32,2574,1954,267,51,15,2920
chr9.25,422,65,133,4,9,1899,1606,40,2801,2224,320,51,16,3290
chr9.26,277,51,55,4,5,1376,1181,27,2589,2089,287,56,9,3168
chr9.27,281,64,60,2,7,1086,871,18,1963,1658,174,47,11,2456
chr9.28,221,40,28,0,6,761,478,9,1500,1240,102,17,7,1920
chr9.29,329,54,56,5,8,1218,689,31,2613,1975,290,56,12,3100
chr9.30,438,47,66,0,2,1018,598,24,2729,2378,310,59,18,3526
chr9.31,439,66,65,5,7,1200,858,33,3072,2426,347,80,16,3755
chr9.32,403,78,60,4,1,803,537,26,2644,1838,264,40,11,3058
chr9.33,261,56,38,0,2,783,493,13,1590,1329,143,20,11,2002
chr9.36,207,69,58,1,1,376,270,5,993,907,55,14,9,1345
chr9.37,221,48,34,1,1,471,299,7,1098,938,70,9,11,1436
chr9.38,194,52,24,0,1,401,253,7,1128,934,61,16,9,1387
chr9.69,193,53,29,0,5,523,370,6,1195,970,77,8,10,1509
chr9.71,234,59,51,1,4,810,561,12,2023,1369,123,20,12,2305
chr9.72,192,61,42,0,4,581,454,2,1361,1070,69,10,17,1645
chr9.73,238,64,46,2,3,806,637,17,1873,1466,136,25,8,2284
chr9.74,316,62,84,2,3,1483,1134,31,2617,1903,237,67,13,2909
chr9.75,245,54,78,6,6,1532,1139,9,1707,1382,102,12,14,2118
chr9.76,186,53,74,2,5,1348,1130,2,1298,1140,70,18,8,1690
chr9.77,199,46,44,3,1,836,685,4,1531,1156,84,8,11,1886
chr9.78,203,65,34,0,6,717,508,10,1604,1169,109,17,5,1904
chr9.79,255,58,77,3,6,1370,1014,27,2541,1689,235,46,12,2761
chr9.80,229,66,73,1,5,1063,853,28,3112,1958,286,66,11,3239
chr9.81,231,46,36,2,4,514,369,21,2107,1513,184,27,13,2441
chr9.82,261,61,50,1,2,738,511,10,1950,1446,132,17,3,2375
chr9.83,213,38,34,0,7,679,518,10,1686,1182,80,14,11,1975
chr9.85,220,56,32,0,4,487,404,14,1677,1247,108,21,7,1994
chr9.87,205,50,23,1,4,447,330,14,2137,1394,167,31,16,2257
chr9.89,196,57,44,2,0,663,519,15,1387,1031,108,18,12,1564
chr9.91,199,43,33,0,5,706,595,8,1624,1124,88,18,11,1876
chr9.92,210,44,35,0,0,610,477,7,1382,1054,81,12,11,1649
chr9.93,193,50,34,4,1,439,336,5,1056,780,77,8,12,1252
chr9.95,248,70,30,2,3,319,249,6,1099,849,61,13,16,1292
chr9.96,220,41,26,3,6,391,270,4,1345,976,80,12,8,1537
chr9.98,205,41,30,0,3,491,372,7,1224,1069,94,13,12,1523
chr9.99,223,44,21,0,2,529,428,15,1822,1211,139,18,8,1962
chr9.100,201,44,25,3,3,338,276,14,1667,1172,123,25,14,1877
chr9.101,221,42,74,2,10,1557,1112,12,1910,1301,130,21,8,2164
chr9.102,247,55,97,0,9,2109,1795,22,2453,1636,197,41,10,2786
chr9.103,359,58,122,2,10,2119,1717,40,3168,2104,310,53,13,3504
chr9.104,330,56,78,4,8,1864,1515,21,2198,1552,169,34,8,2616
chr9.105,176,50,22,2,3,466,335,3,1407,1147,72,14,5,1802
chr9.106,207,51,22,3,4,484,391,7,2083,1436,147,33,11,2369
chr9.107,225,58,31,0,4,422,308,5,1533,1117,76,8,9,1846
chr9.108,185,47,38,2,6,570,415,4,1454,1073,42,7,10,1774
chr9.109,213,43,25,0,2,453,335,2,1230,985,63,13,7,1520
chr9.110,175,57,38,0,4,602,460,12,1488,1212,93,10,6,1840
chr9.111,201,52,63,1,9,1237,792,9,1702,1185,104,14,10,1977
chr9.112,194,53,24,1,7,294,225,6,1081,928,56,12,7,1356
chr9.114,201,61,34,0,6,469,390,8,1342,979,90,12,10,1482
chr9.115,220,59,45,0,8,956,798,15,1818,1256,94,14,16,2086
chr9.116,206,57,56,2,8,1436,1137,14,2299,1540,162,29,14,2563
chr9.117,251,50,132,5,6,2127,1649,18,2005,1410,168,39,11,2261
chr9.118,214,48,115,2,8,1720,1437,15,2258,1574,169,31,6,2681
chr9.119,203,54,132,2,17,2263,1840,32,2809,1854,253,52,10,2974
chr9.120,205,58,75,3,11,1409,1123,17,1773,1291,170,33,14,1884
chr9.121,182,47,22,0,5,308,238,9,1192,915,75,11,10,1469
chr9.122,190,57,48,2,4,590,436,2,1250,912,75,16,11,1435
chr9.123,192,69,41,1,3,564,406,2,1042,894,62,16,4,1325
chr9.124,222,59,25,1,3,389,307,6,1116,886,62,15,12,1360
chr9.125,179,52,27,1,2,299,244,3,970,729,56,10,8,1130
chr9.126,247,53,36,1,2,562,444,1,1491,1160,56,18,10,1794
chr9.127,192,61,28,4,3,346,278,4,945,782,57,6,5,1178
chr9.131,236,63,28,2,1,436,348,6,1008,734,79,10,12,1131
chr9.132,232,57,32,0,2,479,327,3,1178,829,89,13,12,1278
chr9.133,219,52,32,2,3,543,387,6,1024,727,83,13,11,1141
chr9.135,328,60,58,0,10,986,690,12,1584,989,154,17,16,1557
chr9.137,206,55,39,1,5,423,321,4,538,361,84,6,27,563
